location,population,date,HighestInfectionCount,PercentPopulationInfected
Israel,8655541,2021-03-17,824178,9.5200
Sweden,10099270,2021-04-28,960520,9.5100
Israel,8655541,2021-03-16,822703,9.5000
Luxembourg,625976,2021-03-22,59497,9.5000
Andorra,77265,2020-12-13,7338,9.5000
"United States",331002647,2021-04-14,31421360,9.4900
Slovenia,2078932,2021-03-10,197374,9.4900
Serbia,6804596,2021-04-12,645173,9.4800
Israel,8655541,2021-03-15,820913,9.4800
"San Marino",33938,2021-02-10,3213,9.4700
"United States",331002647,2021-04-13,31345985,9.4700
Czechia,10708982,2021-02-04,1013352,9.4600
Bahrain,1701583,2021-04-15,160934,9.4600
Israel,8655541,2021-03-14,818977,9.4600
Israel,8655541,2021-03-13,817799,9.4500
"United States",331002647,2021-04-12,31268107,9.4500
Slovenia,2078932,2021-03-09,196421,9.4500
Serbia,6804596,2021-04-11,642208,9.4400
Sweden,10099270,2021-04-27,953254,9.4400
Montenegro,628062,2021-01-26,59262,9.4400
Israel,8655541,2021-03-12,816198,9.4300
"United States",331002647,2021-04-11,31197877,9.4300
Andorra,77265,2020-12-12,7288,9.4300
Luxembourg,625976,2021-03-19,58955,9.4200
Luxembourg,625976,2021-03-20,58955,9.4200
Luxembourg,625976,2021-03-21,58955,9.4200
Israel,8655541,2021-03-11,814250,9.4100
"United States",331002647,2021-04-10,31151497,9.4100
Slovenia,2078932,2021-03-08,195678,9.4100
Slovenia,2078932,2021-03-07,195468,9.4000
Serbia,6804596,2021-04-10,639476,9.4000
Bahrain,1701583,2021-04-14,159964,9.4000
"San Marino",33938,2021-02-09,3187,9.3900
"United States",331002647,2021-04-09,31084962,9.3900
Slovenia,2078932,2021-03-06,195086,9.3800
Israel,8655541,2021-03-10,811492,9.3800
Luxembourg,625976,2021-03-18,58674,9.3700
Andorra,77265,2020-12-11,7236,9.3700
Czechia,10708982,2021-02-03,1003657,9.3700
"United States",331002647,2021-04-08,31002264,9.3700
Serbia,6804596,2021-04-09,636418,9.3500
Montenegro,628062,2021-01-25,58697,9.3500
Israel,8655541,2021-03-09,808262,9.3400
"United States",331002647,2021-04-07,30922386,9.3400
Slovenia,2078932,2021-03-05,194165,9.3400
Luxembourg,625976,2021-03-17,58408,9.3300
Bahrain,1701583,2021-04-13,158789,9.3300
"United States",331002647,2021-04-06,30847348,9.3200
Andorra,77265,2020-12-10,7190,9.3100
"United States",331002647,2021-04-05,30786804,9.3000
Slovenia,2078932,2021-03-04,193285,9.3000
Serbia,6804596,2021-04-08,633013,9.3000
Israel,8655541,2021-03-08,805116,9.3000
Montenegro,628062,2021-01-24,58316,9.2900
Czechia,10708982,2021-02-02,994514,9.2900
Sweden,10099270,2021-04-23,938343,9.2900
Sweden,10099270,2021-04-24,938343,9.2900
Sweden,10099270,2021-04-25,938343,9.2900
Sweden,10099270,2021-04-26,938343,9.2900
"United States",331002647,2021-04-04,30709125,9.2800
Luxembourg,625976,2021-03-16,58111,9.2800
"United States",331002647,2021-04-03,30674153,9.2700
Andorra,77265,2020-12-09,7162,9.2700
Bahrain,1701583,2021-04-12,157729,9.2700
Israel,8655541,2021-03-07,801575,9.2600
Luxembourg,625976,2021-03-15,57926,9.2500
"United States",331002647,2021-04-02,30611086,9.2500
Slovenia,2078932,2021-03-03,192266,9.2500
Serbia,6804596,2021-04-07,629388,9.2500
"San Marino",33938,2021-02-08,3137,9.2400
Israel,8655541,2021-03-06,799727,9.2400
"United States",331002647,2021-04-01,30541255,9.2300
Sweden,10099270,2021-04-22,932076,9.2300
Czechia,10708982,2021-02-01,987329,9.2200
Andorra,77265,2020-12-08,7127,9.2200
Montenegro,628062,2021-01-23,57929,9.2200
"San Marino",33938,2021-02-06,3127,9.2100
"San Marino",33938,2021-02-07,3127,9.2100
Serbia,6804596,2021-04-06,625773,9.2000
"United States",331002647,2021-03-31,30462210,9.2000
Israel,8655541,2021-03-05,796465,9.2000
Bahrain,1701583,2021-04-11,156462,9.2000
Czechia,10708982,2021-01-31,984774,9.2000
Estonia,1326539,2021-04-30,122019,9.2000
Slovenia,2078932,2021-03-02,191056,9.1900
Luxembourg,625976,2021-03-12,57503,9.1900
Luxembourg,625976,2021-03-13,57503,9.1900
Luxembourg,625976,2021-03-14,57503,9.1900
"United States",331002647,2021-03-30,30395171,9.1800
"San Marino",33938,2021-02-04,3111,9.1700
"San Marino",33938,2021-02-05,3111,9.1700
Estonia,1326539,2021-04-29,121657,9.1700
Andorra,77265,2020-12-07,7084,9.1700
Israel,8655541,2021-03-04,793407,9.1700
Luxembourg,625976,2021-03-11,57321,9.1600
"United States",331002647,2021-03-29,30333922,9.1600
Czechia,10708982,2021-01-30,980714,9.1600
Montenegro,628062,2021-01-22,57482,9.1500
Sweden,10099270,2021-04-21,924340,9.1500
Slovenia,2078932,2021-03-01,190324,9.1500
Slovenia,2078932,2021-02-28,190081,9.1400
"United States",331002647,2021-03-28,30264493,9.1400
Estonia,1326539,2021-04-28,121232,9.1400
Bahrain,1701583,2021-04-10,155402,9.1300
"United States",331002647,2021-03-27,30221396,9.1300
Serbia,6804596,2021-04-05,621375,9.1300
"San Marino",33938,2021-02-03,3094,9.1200
Slovenia,2078932,2021-02-27,189627,9.1200
Andorra,77265,2020-12-06,7050,9.1200
Israel,8655541,2021-03-03,789485,9.1200
Luxembourg,625976,2021-03-10,57056,9.1100
"United States",331002647,2021-03-26,30158696,9.1100
Estonia,1326539,2021-04-27,120836,9.1100
"United States",331002647,2021-03-25,30081375,9.0900
Slovenia,2078932,2021-02-26,188676,9.0800
Serbia,6804596,2021-04-04,617669,9.0800
Sweden,10099270,2021-04-20,916830,9.0800
Lithuania,2722291,2021-04-30,247269,9.0800
Luxembourg,625976,2021-03-09,56822,9.0800
Montenegro,628062,2021-01-21,56998,9.0800
Czechia,10708982,2021-01-29,972642,9.0800
Estonia,1326539,2021-04-26,120378,9.0700
Andorra,77265,2020-12-05,7005,9.0700
Bahrain,1701583,2021-04-09,154280,9.0700
"United States",331002647,2021-03-24,30013910,9.0700
Israel,8655541,2021-03-02,785218,9.0700
Estonia,1326539,2021-04-25,120215,9.0600
Estonia,1326539,2021-04-24,120000,9.0500
Luxembourg,625976,2021-03-08,56677,9.0500
"United States",331002647,2021-03-23,29926950,9.0400
"United States",331002647,2021-03-22,29873347,9.0300
Slovenia,2078932,2021-02-25,187762,9.0300
"San Marino",33938,2021-02-02,3066,9.0300
Serbia,6804596,2021-04-03,614365,9.0300
Lithuania,2722291,2021-04-29,245896,9.0300
Estonia,1326539,2021-04-23,119610,9.0200
Czechia,10708982,2021-01-28,964660,9.0100
Israel,8655541,2021-03-01,779958,9.0100
Montenegro,628062,2021-01-20,56579,9.0100
"United States",331002647,2021-03-21,29821754,9.0100
"United States",331002647,2021-03-20,29787986,9.0000
Slovenia,2078932,2021-02-24,187005,9.0000
Bahrain,1701583,2021-04-08,153074,9.0000
Andorra,77265,2020-12-04,6955,9.0000
Estonia,1326539,2021-04-22,119218,8.9900
Luxembourg,625976,2021-03-05,56296,8.9900
Luxembourg,625976,2021-03-06,56296,8.9900
Luxembourg,625976,2021-03-07,56296,8.9900
Lithuania,2722291,2021-04-28,244555,8.9800
"United States",331002647,2021-03-19,29732612,8.9800
Serbia,6804596,2021-04-02,610232,8.9700
"United States",331002647,2021-03-18,29670983,8.9600
Luxembourg,625976,2021-03-04,56110,8.9600
Israel,8655541,2021-02-28,775807,8.9600
Montenegro,628062,2021-01-19,56228,8.9500
"United States",331002647,2021-03-17,29610445,8.9500
Estonia,1326539,2021-04-21,118789,8.9500
Andorra,77265,2020-12-03,6904,8.9400
Slovenia,2078932,2021-02-23,185916,8.9400
"United States",331002647,2021-03-16,29551309,8.9300
Israel,8655541,2021-02-27,773335,8.9300
Luxembourg,625976,2021-03-03,55902,8.9300
Bahrain,1701583,2021-04-07,151931,8.9300
Czechia,10708982,2021-01-27,956155,8.9300
Estonia,1326539,2021-04-20,118317,8.9200
Lithuania,2722291,2021-04-27,242926,8.9200
Israel,8655541,2021-02-26,770780,8.9100
"United States",331002647,2021-03-15,29497352,8.9100
"San Marino",33938,2021-01-31,3025,8.9100
"San Marino",33938,2021-02-01,3025,8.9100
Sweden,10099270,2021-04-16,900138,8.9100
Sweden,10099270,2021-04-17,900138,8.9100
Sweden,10099270,2021-04-18,900138,8.9100
Sweden,10099270,2021-04-19,900138,8.9100
Serbia,6804596,2021-04-01,605406,8.9000
Slovenia,2078932,2021-02-22,185014,8.9000
Slovenia,2078932,2021-02-21,184767,8.8900
"United States",331002647,2021-03-14,29440686,8.8900
Luxembourg,625976,2021-03-02,55632,8.8900
Netherlands,17134873,2021-04-30,1522973,8.8900
Montenegro,628062,2021-01-18,55803,8.8800
Lithuania,2722291,2021-04-26,241872,8.8800
"United States",331002647,2021-03-13,29402465,8.8800
Estonia,1326539,2021-04-19,117782,8.8800
Israel,8655541,2021-02-25,767726,8.8700
"United States",331002647,2021-03-12,29349533,8.8700
Slovenia,2078932,2021-02-20,184352,8.8700
Estonia,1326539,2021-04-18,117554,8.8600
Bahrain,1701583,2021-04-06,150811,8.8600
Andorra,77265,2020-12-02,6842,8.8600
Lithuania,2722291,2021-04-25,241297,8.8600
Luxembourg,625976,2021-03-01,55480,8.8600
"United States",331002647,2021-03-11,29288010,8.8500
Sweden,10099270,2021-04-15,892480,8.8400
Lithuania,2722291,2021-04-24,240522,8.8400
Netherlands,17134873,2021-04-29,1515165,8.8400
Montenegro,628062,2021-01-17,55493,8.8400
Czechia,10708982,2021-01-26,946946,8.8400
"United States",331002647,2021-03-10,29225536,8.8300
"San Marino",33938,2021-01-29,2996,8.8300
"San Marino",33938,2021-01-30,2996,8.8300
Serbia,6804596,2021-03-31,600596,8.8300
Slovenia,2078932,2021-02-19,183396,8.8200
Estonia,1326539,2021-04-17,117011,8.8200
Israel,8655541,2021-02-24,763756,8.8200
"United States",331002647,2021-03-09,29167616,8.8100
Luxembourg,625976,2021-02-26,55110,8.8000
Luxembourg,625976,2021-02-27,55110,8.8000
Luxembourg,625976,2021-02-28,55110,8.8000
Estonia,1326539,2021-04-16,116678,8.8000
Bahrain,1701583,2021-04-05,149791,8.8000
Andorra,77265,2020-12-01,6790,8.7900
"United States",331002647,2021-03-08,29109974,8.7900
Lithuania,2722291,2021-04-23,239263,8.7900
Netherlands,17134873,2021-04-28,1506476,8.7900
Israel,8655541,2021-02-23,759572,8.7800
Montenegro,628062,2021-01-16,55136,8.7800
Czechia,10708982,2021-01-25,940004,8.7800
"United States",331002647,2021-03-07,29064938,8.7800
Slovenia,2078932,2021-02-18,182484,8.7800
Sweden,10099270,2021-04-14,885385,8.7700
"United States",331002647,2021-03-06,29023931,8.7700
Luxembourg,625976,2021-02-25,54871,8.7700
Czechia,10708982,2021-01-24,937617,8.7600
Estonia,1326539,2021-04-15,116200,8.7600
Bahrain,1701583,2021-04-04,148817,8.7500
"United States",331002647,2021-03-05,28965728,8.7500
"San Marino",33938,2021-01-28,2969,8.7500
Serbia,6804596,2021-03-30,595489,8.7500
Slovenia,2078932,2021-02-17,181606,8.7400
Lithuania,2722291,2021-04-22,237950,8.7400
Netherlands,17134873,2021-04-27,1497806,8.7400
Luxembourg,625976,2021-02-24,54678,8.7300
Andorra,77265,2020-11-30,6745,8.7300
"United States",331002647,2021-03-04,28899277,8.7300
Israel,8655541,2021-02-22,754998,8.7200
Estonia,1326539,2021-04-14,115629,8.7200
Czechia,10708982,2021-01-23,933361,8.7200
"United States",331002647,2021-03-03,28831226,8.7100
Netherlands,17134873,2021-04-26,1492437,8.7100
Montenegro,628062,2021-01-15,54730,8.7100
Lithuania,2722291,2021-04-21,236533,8.6900
Andorra,77265,2020-11-29,6712,8.6900
"United States",331002647,2021-03-02,28764033,8.6900
Slovenia,2078932,2021-02-16,180520,8.6800
Sweden,10099270,2021-04-13,876506,8.6800
Luxembourg,625976,2021-02-23,54354,8.6800
Estonia,1326539,2021-04-13,115080,8.6800
Bahrain,1701583,2021-04-03,147770,8.6800
"United States",331002647,2021-03-01,28706973,8.6700
"San Marino",33938,2021-01-27,2941,8.6700
Israel,8655541,2021-02-21,750043,8.6700
Netherlands,17134873,2021-04-25,1486205,8.6700
"United States",331002647,2021-02-28,28648744,8.6600
Slovenia,2078932,2021-02-15,179780,8.6500
Lithuania,2722291,2021-04-20,235383,8.6500
Luxembourg,625976,2021-02-22,54172,8.6500
Montenegro,628062,2021-01-14,54316,8.6500
Czechia,10708982,2021-01-22,924847,8.6400
"United States",331002647,2021-02-27,28597387,8.6400
Slovenia,2078932,2021-02-14,179477,8.6300
Netherlands,17134873,2021-04-24,1478144,8.6300
Estonia,1326539,2021-04-12,114443,8.6300
Slovenia,2078932,2021-02-13,179148,8.6200
"United States",331002647,2021-02-26,28532812,8.6200
Estonia,1326539,2021-04-11,114174,8.6100
Bahrain,1701583,2021-04-02,146454,8.6100
"United States",331002647,2021-02-25,28455466,8.6000
Serbia,6804596,2021-03-28,585506,8.6000
Serbia,6804596,2021-03-29,585506,8.6000
Lithuania,2722291,2021-04-19,234232,8.6000
Israel,8655541,2021-02-19,744513,8.6000
Israel,8655541,2021-02-20,744513,8.6000
Luxembourg,625976,2021-02-19,53782,8.5900
Luxembourg,625976,2021-02-20,53782,8.5900
Luxembourg,625976,2021-02-21,53782,8.5900
"San Marino",33938,2021-01-26,2915,8.5900
Lithuania,2722291,2021-04-18,233631,8.5800
Netherlands,17134873,2021-04-23,1470037,8.5800
Montenegro,628062,2021-01-13,53840,8.5700
Israel,8655541,2021-02-18,741934,8.5700
Estonia,1326539,2021-04-10,113736,8.5700
Czechia,10708982,2021-01-21,917359,8.5700
"United States",331002647,2021-02-24,28377965,8.5700
Slovenia,2078932,2021-02-12,178133,8.5700
Luxembourg,625976,2021-02-18,53562,8.5600
Lithuania,2722291,2021-04-17,232829,8.5500
Serbia,6804596,2021-03-27,581617,8.5500
"United States",331002647,2021-02-23,28303233,8.5500
Andorra,77265,2020-11-27,6610,8.5500
Andorra,77265,2020-11-28,6610,8.5500
Bahrain,1701583,2021-04-01,145380,8.5400
Belgium,11589616,2021-04-30,990229,8.5400
Estonia,1326539,2021-04-09,113098,8.5300
Netherlands,17134873,2021-04-22,1460753,8.5300
Israel,8655541,2021-02-17,738629,8.5300
"United States",331002647,2021-02-22,28230970,8.5300
Slovenia,2078932,2021-02-11,177140,8.5200
Luxembourg,625976,2021-02-17,53329,8.5200
Lithuania,2722291,2021-04-16,231601,8.5100
Belgium,11589616,2021-04-29,986622,8.5100
"United States",331002647,2021-02-21,28174750,8.5100
"San Marino",33938,2021-01-25,2889,8.5100
Sweden,10099270,2021-04-09,857401,8.4900
Sweden,10099270,2021-04-10,857401,8.4900
Sweden,10099270,2021-04-11,857401,8.4900
Sweden,10099270,2021-04-12,857401,8.4900
"United States",331002647,2021-02-20,28117670,8.4900
Israel,8655541,2021-02-16,734575,8.4900
Montenegro,628062,2021-01-12,53338,8.4900
Bahrain,1701583,2021-03-31,144445,8.4900
Czechia,10708982,2021-01-20,909131,8.4900
Belgium,11589616,2021-04-28,982959,8.4800
Luxembourg,625976,2021-02-16,53062,8.4800
Lithuania,2722291,2021-04-15,230462,8.4700
Netherlands,17134873,2021-04-21,1451071,8.4700
"United States",331002647,2021-02-19,28046145,8.4700
"San Marino",33938,2021-01-23,2874,8.4700
"San Marino",33938,2021-01-24,2874,8.4700
Estonia,1326539,2021-04-08,112421,8.4700
Andorra,77265,2020-11-26,6534,8.4600
Slovenia,2078932,2021-02-10,175795,8.4600
"United States",331002647,2021-02-18,27966848,8.4500
Panama,4314768,2021-04-30,364576,8.4500
Luxembourg,625976,2021-02-15,52923,8.4500
Belgium,11589616,2021-04-27,979034,8.4500
Bahrain,1701583,2021-03-30,143574,8.4400
Panama,4314768,2021-04-29,364218,8.4400
Israel,8655541,2021-02-15,730293,8.4400
Panama,4314768,2021-04-27,363533,8.4300
Panama,4314768,2021-04-28,363895,8.4300
"San Marino",33938,2021-01-22,2861,8.4300
"United States",331002647,2021-02-17,27896924,8.4300
Panama,4314768,2021-04-26,363165,8.4200
Belgium,11589616,2021-04-26,976088,8.4200
Estonia,1326539,2021-04-07,111664,8.4200
Lithuania,2722291,2021-04-14,229260,8.4200
Netherlands,17134873,2021-04-20,1442481,8.4200
Montenegro,628062,2021-01-11,52819,8.4100
Panama,4314768,2021-04-24,362696,8.4100
Panama,4314768,2021-04-25,362967,8.4100
"United States",331002647,2021-02-16,27826806,8.4100
Sweden,10099270,2021-04-08,849629,8.4100
Belgium,11589616,2021-04-25,974418,8.4100
Czechia,10708982,2021-01-19,899503,8.4000
Panama,4314768,2021-04-23,362358,8.4000
Serbia,6804596,2021-03-25,571895,8.4000
Serbia,6804596,2021-03-26,571895,8.4000
Slovenia,2078932,2021-02-09,174364,8.3900
Panama,4314768,2021-04-22,361992,8.3900
"United States",331002647,2021-02-15,27764087,8.3900
Luxembourg,625976,2021-02-12,52539,8.3900
Luxembourg,625976,2021-02-13,52539,8.3900
Luxembourg,625976,2021-02-14,52539,8.3900
Belgium,11589616,2021-04-24,972041,8.3900
Bahrain,1701583,2021-03-29,142669,8.3800
Panama,4314768,2021-04-21,361678,8.3800
Netherlands,17134873,2021-04-19,1435601,8.3800
Lithuania,2722291,2021-04-13,227889,8.3700
Luxembourg,625976,2021-02-11,52392,8.3700
Israel,8655541,2021-02-14,724380,8.3700
Panama,4314768,2021-04-19,361044,8.3700
Panama,4314768,2021-04-20,361319,8.3700
"United States",331002647,2021-02-14,27709901,8.3700
Slovenia,2078932,2021-02-08,174000,8.3700
Slovenia,2078932,2021-02-07,173702,8.3600
Panama,4314768,2021-04-17,360597,8.3600
Panama,4314768,2021-04-18,360841,8.3600
Panama,4314768,2021-04-16,360249,8.3500
"San Marino",33938,2021-01-21,2833,8.3500
"United States",331002647,2021-02-13,27644880,8.3500
Belgium,11589616,2021-04-23,968107,8.3500
Luxembourg,625976,2021-02-10,52247,8.3500
Montenegro,628062,2021-01-10,52431,8.3500
Netherlands,17134873,2021-04-18,1428440,8.3400
Israel,8655541,2021-02-13,721846,8.3400
Panama,4314768,2021-04-15,359830,8.3400
Sweden,10099270,2021-04-07,841807,8.3400
Bahrain,1701583,2021-03-28,141845,8.3400
Estonia,1326539,2021-04-06,110680,8.3400
Czechia,10708982,2021-01-18,891852,8.3300
France,68147687,2021-04-30,5677835,8.3300
Lithuania,2722291,2021-04-12,226783,8.3300
Panama,4314768,2021-04-14,359516,8.3300
"United States",331002647,2021-02-12,27557758,8.3300
Serbia,6804596,2021-03-24,566669,8.3300
Slovenia,2078932,2021-02-06,173201,8.3300
Panama,4314768,2021-04-12,358792,8.3200
Panama,4314768,2021-04-13,359121,8.3200
Belgium,11589616,2021-04-22,964526,8.3200
Andorra,77265,2020-11-25,6428,8.3200
Panama,4314768,2021-04-10,358377,8.3100
Panama,4314768,2021-04-11,358611,8.3100
Lithuania,2722291,2021-04-11,226173,8.3100
Luxembourg,625976,2021-02-09,52022,8.3100
France,68147687,2021-04-29,5653533,8.3000
Israel,8655541,2021-02-12,718746,8.3000
Czechia,10708982,2021-01-17,889159,8.3000
Panama,4314768,2021-04-09,358098,8.3000
"United States",331002647,2021-02-11,27458120,8.3000
Slovenia,2078932,2021-02-05,172299,8.2900
Panama,4314768,2021-04-08,357704,8.2900
"San Marino",33938,2021-01-20,2815,8.2900
Netherlands,17134873,2021-04-17,1419871,8.2900
Luxembourg,625976,2021-02-08,51879,8.2900
Lithuania,2722291,2021-04-10,225308,8.2800
Montenegro,628062,2021-01-09,51999,8.2800
Panama,4314768,2021-04-07,357277,8.2800
Bahrain,1701583,2021-03-27,140818,8.2800
Belgium,11589616,2021-04-21,960169,8.2800
Estonia,1326539,2021-04-05,109781,8.2800
Panama,4314768,2021-04-06,356913,8.2700
Sweden,10099270,2021-04-06,834993,8.2700
Panama,4314768,2021-04-04,356377,8.2600
Panama,4314768,2021-04-05,356556,8.2600
"United States",331002647,2021-02-10,27352360,8.2600
"San Marino",33938,2021-01-19,2803,8.2600
France,68147687,2021-04-28,5626985,8.2600
Israel,8655541,2021-02-11,714812,8.2600
Serbia,6804596,2021-03-23,561372,8.2500
Panama,4314768,2021-04-02,355850,8.2500
Panama,4314768,2021-04-03,356073,8.2500
Estonia,1326539,2021-04-04,109399,8.2500
Czechia,10708982,2021-01-16,883906,8.2500
Belgium,11589616,2021-04-20,955056,8.2400
Lithuania,2722291,2021-04-09,224309,8.2400
Netherlands,17134873,2021-04-16,1411474,8.2400
Panama,4314768,2021-04-01,355499,8.2400
Slovenia,2078932,2021-02-04,171340,8.2400
Panama,4314768,2021-03-31,355051,8.2300
"United States",331002647,2021-02-09,27257183,8.2300
Luxembourg,625976,2021-02-05,51512,8.2300
Luxembourg,625976,2021-02-06,51512,8.2300
Luxembourg,625976,2021-02-07,51512,8.2300
Montenegro,628062,2021-01-08,51596,8.2200
Bahrain,1701583,2021-03-26,139953,8.2200
Andorra,77265,2020-11-24,6351,8.2200
Panama,4314768,2021-03-30,354604,8.2200
Panama,4314768,2021-03-29,354085,8.2100
"San Marino",33938,2021-01-18,2787,8.2100
"United States",331002647,2021-02-08,27161551,8.2100
France,68147687,2021-04-27,5595403,8.2100
Belgium,11589616,2021-04-19,951626,8.2100
Estonia,1326539,2021-04-03,108937,8.2100
Belgium,11589616,2021-04-18,949996,8.2000
Panama,4314768,2021-03-28,353839,8.2000
Portugal,10196707,2021-04-29,836033,8.2000
Portugal,10196707,2021-04-30,836493,8.2000
Israel,8655541,2021-02-10,709729,8.2000
Lithuania,2722291,2021-04-08,223127,8.2000
Luxembourg,625976,2021-02-04,51330,8.2000
Portugal,10196707,2021-04-26,834638,8.1900
Portugal,10196707,2021-04-27,834991,8.1900
Portugal,10196707,2021-04-28,835563,8.1900
Panama,4314768,2021-03-27,353497,8.1900
"San Marino",33938,2021-01-16,2778,8.1900
"San Marino",33938,2021-01-17,2778,8.1900
Portugal,10196707,2021-04-24,833964,8.1800
Portugal,10196707,2021-04-25,834442,8.1800
"United States",331002647,2021-02-07,27071236,8.1800
Panama,4314768,2021-03-26,353017,8.1800
Slovenia,2078932,2021-02-03,170101,8.1800
Bahrain,1701583,2021-03-25,139124,8.1800
Netherlands,17134873,2021-04-15,1402433,8.1800
France,68147687,2021-04-26,5565080,8.1700
Luxembourg,625976,2021-02-03,51128,8.1700
Portugal,10196707,2021-04-22,832891,8.1700
Portugal,10196707,2021-04-23,833397,8.1700
Serbia,6804596,2021-03-22,555897,8.1700
Panama,4314768,2021-03-25,352579,8.1700
Belgium,11589616,2021-04-17,947000,8.1700
Estonia,1326539,2021-04-02,108418,8.1700
Czechia,10708982,2021-01-15,874605,8.1700
Andorra,77265,2020-11-23,6304,8.1600
Lithuania,2722291,2021-04-07,222020,8.1600
France,68147687,2021-04-25,5559121,8.1600
Panama,4314768,2021-03-24,352082,8.1600
Portugal,10196707,2021-04-20,831645,8.1600
Portugal,10196707,2021-04-21,832255,8.1600
