location,population,date,HighestInfectionCount,PercentPopulationInfected
Denmark,5792203,2020-08-30,17316,0.3000
Denmark,5792203,2020-08-31,17410,0.3000
Denmark,5792203,2020-09-01,17509,0.3000
Denmark,5792203,2020-09-02,17620,0.3000
"Dominican Republic",10847904,2020-06-30,32568,0.3000
Ecuador,17643060,2020-06-25,53156,0.3000
Austria,9006400,2020-08-28,26590,0.3000
Austria,9006400,2020-08-29,26985,0.3000
Austria,9006400,2020-08-30,27166,0.3000
Austria,9006400,2020-08-31,27438,0.3000
Azerbaijan,10139175,2020-07-26,30050,0.3000
Azerbaijan,10139175,2020-07-27,30446,0.3000
Azerbaijan,10139175,2020-07-28,30858,0.3000
Bangladesh,164689383,2020-12-10,485965,0.3000
Bangladesh,164689383,2020-12-11,487849,0.3000
Bangladesh,164689383,2020-12-12,489178,0.3000
Bangladesh,164689383,2020-12-13,490533,0.3000
Bangladesh,164689383,2020-12-14,492332,0.3000
Bangladesh,164689383,2020-12-15,494209,0.3000
Bangladesh,164689383,2020-12-16,495841,0.3000
Bangladesh,164689383,2020-12-17,496975,0.3000
Bangladesh,164689383,2020-12-18,498293,0.3000
Bangladesh,164689383,2020-12-19,499560,0.3000
Bangladesh,164689383,2020-12-20,500713,0.3000
Bangladesh,164689383,2020-12-21,502183,0.3000
Belarus,9449321,2020-05-16,28681,0.3000
Belgium,11589616,2020-04-16,34809,0.3000
Colombia,50882884,2020-07-12,150445,0.3000
Colombia,50882884,2020-07-13,154277,0.3000
Comoros,869595,2021-01-28,2598,0.3000
Comoros,869595,2021-01-29,2646,0.3000
"Costa Rica",5094114,2020-07-26,15229,0.3000
Croatia,4105268,2020-09-08,12285,0.3000
Cuba,11326616,2021-02-08,33484,0.3000
Cuba,11326616,2021-02-09,34064,0.3000
Cyprus,875899,2020-10-18,2644,0.3000
Albania,2877800,2020-08-24,8605,0.3000
Albania,2877800,2020-08-25,8759,0.3000
Argentina,45195777,2020-07-21,136118,0.3000
Armenia,2963234,2020-05-30,8927,0.3000
Canada,37742157,2020-07-17,111559,0.3000
Canada,37742157,2020-07-18,111875,0.3000
Canada,37742157,2020-07-19,112168,0.3000
Canada,37742157,2020-07-20,112938,0.3000
Canada,37742157,2020-07-21,113473,0.3000
Canada,37742157,2020-07-22,113790,0.3000
Canada,37742157,2020-07-23,114398,0.3000
Chile,19116209,2020-05-19,58167,0.3000
"El Salvador",6486201,2020-08-07,19544,0.3000
Estonia,1326539,2020-10-14,3947,0.3000
Estonia,1326539,2020-10-15,3980,0.3000
Estonia,1326539,2020-10-16,4017,0.3000
Eswatini,1160164,2020-08-12,3525,0.3000
Finland,5540718,2020-11-02,16400,0.3000
Finland,5540718,2020-11-03,16637,0.3000
France,68147687,2020-06-23,201330,0.3000
France,68147687,2020-06-24,201598,0.3000
France,68147687,2020-06-25,201853,0.3000
France,68147687,2020-06-26,203116,0.3000
France,68147687,2020-06-27,203564,0.3000
France,68147687,2020-06-28,203158,0.3000
France,68147687,2020-06-29,203803,0.3000
France,68147687,2020-06-30,204244,0.3000
France,68147687,2020-07-01,205234,0.3000
France,68147687,2020-07-02,205773,0.3000
France,68147687,2020-07-03,206312,0.3000
France,68147687,2020-07-04,206670,0.3000
France,68147687,2020-07-05,206681,0.3000
France,68147687,2020-07-06,207699,0.3000
Belize,397621,2020-09-05,1194,0.3000
Belize,397621,2020-09-06,1194,0.3000
Bolivia,11673029,2020-07-02,35528,0.3000
"Bosnia and Herzegovina",3280815,2020-07-24,9767,0.3000
"Bosnia and Herzegovina",3280815,2020-07-25,9767,0.3000
"Bosnia and Herzegovina",3280815,2020-07-26,9767,0.3000
Brazil,212559409,2020-06-05,645771,0.3000
Bulgaria,6948445,2020-09-29,20547,0.3000
Bulgaria,6948445,2020-09-30,20833,0.3000
Bulgaria,6948445,2020-10-01,20833,0.3000
Namibia,2540916,2020-08-31,7550,0.3000
Namibia,2540916,2020-09-01,7692,0.3000
Nepal,29136808,2020-10-04,86823,0.3000
Netherlands,17134873,2020-07-02,50623,0.3000
Netherlands,17134873,2020-07-03,50698,0.3000
Netherlands,17134873,2020-07-04,50761,0.3000
Netherlands,17134873,2020-07-05,50834,0.3000
Netherlands,17134873,2020-07-06,50870,0.3000
Netherlands,17134873,2020-07-07,50907,0.3000
Netherlands,17134873,2020-07-08,50959,0.3000
Netherlands,17134873,2020-07-09,51013,0.3000
Netherlands,17134873,2020-07-10,51055,0.3000
Netherlands,17134873,2020-07-11,51136,0.3000
Netherlands,17134873,2020-07-12,51237,0.3000
Netherlands,17134873,2020-07-13,51308,0.3000
Netherlands,17134873,2020-07-14,51362,0.3000
Netherlands,17134873,2020-07-15,51471,0.3000
Netherlands,17134873,2020-07-16,51572,0.3000
Netherlands,17134873,2020-07-17,51682,0.3000
Netherlands,17134873,2020-07-18,51809,0.3000
Netherlands,17134873,2020-07-19,51955,0.3000
Netherlands,17134873,2020-07-20,52142,0.3000
Iraq,40222503,2020-07-30,121263,0.3000
Ireland,4937796,2020-04-18,14758,0.3000
Italy,60461828,2020-04-19,178972,0.3000
Italy,60461828,2020-04-20,181228,0.3000
Italy,60461828,2020-04-21,183957,0.3000
Jamaica,2961161,2020-10-26,8749,0.3000
Jamaica,2961161,2020-10-27,8787,0.3000
Jamaica,2961161,2020-10-28,8851,0.3000
Jamaica,2961161,2020-10-29,8927,0.3000
Jamaica,2961161,2020-10-30,9005,0.3000
Japan,126476458,2021-01-27,376482,0.3000
Japan,126476458,2021-01-28,380644,0.3000
Japan,126476458,2021-01-29,384180,0.3000
Jordan,10203140,2020-10-14,30550,0.3000
Kazakhstan,18776707,2020-07-10,56455,0.3000
Kenya,53771300,2021-04-29,158821,0.3000
Kenya,53771300,2021-04-30,159318,0.3000
Kosovo,1932774,2020-07-19,5735,0.3000
Kosovo,1932774,2020-07-20,5877,0.3000
Kuwait,4270563,2020-05-15,12860,0.3000
Latvia,1886202,2020-10-30,5679,0.3000
Lebanon,6825442,2020-09-06,20426,0.3000
Lesotho,2142252,2021-01-14,6356,0.3000
Lesotho,2142252,2021-01-15,6371,0.3000
Lesotho,2142252,2021-01-16,6371,0.3000
Lesotho,2142252,2021-01-17,6371,0.3000
Libya,6871287,2020-09-09,20462,0.3000
Libya,6871287,2020-09-10,20939,0.3000
Gabon,2225728,2020-07-22,6588,0.3000
Gabon,2225728,2020-07-23,6588,0.3000
Georgia,3989175,2020-10-11,11794,0.3000
Germany,83783945,2020-09-02,247411,0.3000
Germany,83783945,2020-09-03,248840,0.3000
Germany,83783945,2020-09-04,250283,0.3000
Germany,83783945,2020-09-05,251058,0.3000
Germany,83783945,2020-09-06,251728,0.3000
Germany,83783945,2020-09-07,253626,0.3000
Germany,83783945,2020-09-08,254957,0.3000
Ghana,31072945,2021-04-18,91709,0.3000
Ghana,31072945,2021-04-19,91709,0.3000
Ghana,31072945,2021-04-20,91709,0.3000
Ghana,31072945,2021-04-21,91783,0.3000
Ghana,31072945,2021-04-22,91928,0.3000
Ghana,31072945,2021-04-23,91928,0.3000
Ghana,31072945,2021-04-24,91928,0.3000
Ghana,31072945,2021-04-25,92166,0.3000
Ghana,31072945,2021-04-26,92253,0.3000
Ghana,31072945,2021-04-27,92464,0.3000
Ghana,31072945,2021-04-28,92513,0.3000
Ghana,31072945,2021-04-29,92562,0.3000
Ghana,31072945,2021-04-30,92562,0.3000
Greece,10423056,2020-10-25,30782,0.3000
Greece,10423056,2020-10-26,31496,0.3000
Guatemala,17915567,2020-08-05,53509,0.3000
Guatemala,17915567,2020-08-06,54339,0.3000
Honduras,9904608,2020-07-15,30036,0.3000
Hungary,9660350,2020-10-02,28631,0.3000
Iceland,341250,2020-03-29,1020,0.3000
India,1380004385,2020-09-05,4113811,0.3000
India,1380004385,2020-09-06,4204613,0.3000
Indonesia,273523621,2021-01-08,808340,0.3000
Indonesia,273523621,2021-01-09,818386,0.3000
Indonesia,273523621,2021-01-10,828026,0.3000
Iran,83992953,2020-07-08,248379,0.3000
Iran,83992953,2020-07-09,250458,0.3000
Iran,83992953,2020-07-10,252720,0.3000
Iran,83992953,2020-07-11,255117,0.3000
Mauritania,4649660,2020-12-28,13778,0.3000
Mauritania,4649660,2020-12-29,13989,0.3000
Mexico,128932753,2020-07-25,385036,0.3000
Mexico,128932753,2020-07-26,390516,0.3000
Moldova,4033963,2020-06-16,12254,0.3000
Monaco,39244,2020-07-24,116,0.3000
Monaco,39244,2020-07-25,116,0.3000
Monaco,39244,2020-07-26,116,0.3000
Monaco,39244,2020-07-27,116,0.3000
Monaco,39244,2020-07-28,117,0.3000
Morocco,36910558,2020-09-24,110099,0.3000
Morocco,36910558,2020-09-25,112522,0.3000
Liechtenstein,38137,2020-09-19,113,0.3000
Liechtenstein,38137,2020-09-20,113,0.3000
Liechtenstein,38137,2020-09-21,114,0.3000
Liechtenstein,38137,2020-09-22,115,0.3000
Liechtenstein,38137,2020-09-23,116,0.3000
Liechtenstein,38137,2020-09-24,116,0.3000
Lithuania,2722291,2020-10-21,8234,0.3000
Malaysia,32365998,2020-12-22,97389,0.3000
Malta,441539,2020-08-16,1306,0.3000
Spain,46754783,2020-04-07,141942,0.3000
"Sri Lanka",21413250,2021-01-30,63293,0.3000
"Sri Lanka",21413250,2021-01-31,64157,0.3000
"Sri Lanka",21413250,2021-02-01,64983,0.3000
Suriname,586634,2020-08-01,1760,0.3000
Sweden,10099270,2020-05-15,30103,0.3000
Sweden,10099270,2020-05-16,30461,0.3000
Sweden,10099270,2020-05-17,30720,0.3000
Switzerland,8654618,2020-04-13,25688,0.3000
Switzerland,8654618,2020-04-14,25936,0.3000
Switzerland,8654618,2020-04-15,26336,0.3000
"North Macedonia",2083380,2020-06-29,6209,0.3000
"North Macedonia",2083380,2020-06-30,6334,0.3000
Norway,5421242,2020-10-15,16137,0.3000
Norway,5421242,2020-10-16,16272,0.3000
Norway,5421242,2020-10-17,16369,0.3000
Norway,5421242,2020-10-18,16457,0.3000
Oman,5106622,2020-06-05,15086,0.3000
Pakistan,220892331,2021-03-27,654591,0.3000
Pakistan,220892331,2021-03-28,659116,0.3000
Pakistan,220892331,2021-03-29,663200,0.3000
Pakistan,220892331,2021-03-30,667957,0.3000
Pakistan,220892331,2021-03-31,672931,0.3000
Palestine,5101416,2020-08-12,15184,0.3000
Palestine,5101416,2020-08-13,15491,0.3000
Panama,4314768,2020-05-30,13018,0.3000
"Trinidad and Tobago",1399491,2020-09-23,4136,0.3000
"Trinidad and Tobago",1399491,2020-09-24,4235,0.3000
Turkey,84339067,2020-08-16,249309,0.3000
Turkey,84339067,2020-08-17,250542,0.3000
Turkey,84339067,2020-08-18,251805,0.3000
Turkey,84339067,2020-08-19,253108,0.3000
Turkey,84339067,2020-08-20,254520,0.3000
Turkey,84339067,2020-08-21,255723,0.3000
Turkey,84339067,2020-08-22,257032,0.3000
Zambia,18383956,2021-02-01,55042,0.3000
Peru,32971846,2020-05-19,99483,0.3000
Philippines,109581085,2020-10-05,324762,0.3000
Philippines,109581085,2020-10-06,326833,0.3000
Philippines,109581085,2020-10-07,329637,0.3000
Philippines,109581085,2020-10-08,331869,0.3000
Portugal,10196707,2020-05-22,30200,0.3000
Portugal,10196707,2020-05-23,30471,0.3000
Portugal,10196707,2020-05-24,30623,0.3000
Portugal,10196707,2020-05-25,30788,0.3000
Portugal,10196707,2020-05-26,31007,0.3000
Qatar,2881060,2020-04-24,8525,0.3000
Romania,19237682,2020-08-06,57895,0.3000
Russia,145934460,2020-06-03,431715,0.3000
Russia,145934460,2020-06-04,440538,0.3000
"Saint Lucia",183629,2021-01-14,543,0.3000
"San Marino",33938,2020-03-15,101,0.3000
"Sao Tome and Principe",219161,2020-06-13,659,0.3000
"Sao Tome and Principe",219161,2020-06-14,661,0.3000
"Sao Tome and Principe",219161,2020-06-15,662,0.3000
"Saudi Arabia",34813867,2020-06-08,105283,0.3000
Serbia,6804596,2020-07-17,20109,0.3000
Serbia,6804596,2020-07-18,20498,0.3000
Ukraine,43733759,2020-09-03,131300,0.3000
"United Arab Emirates",9890400,2020-05-24,29485,0.3000
"United Kingdom",67886004,2020-05-06,200616,0.3000
"United Kingdom",67886004,2020-05-07,204387,0.3000
"United States",331002647,2020-04-26,977082,0.3000
"United States",331002647,2020-04-27,1000785,0.3000
Uruguay,3473727,2020-12-15,10418,0.3000
Venezuela,28435943,2020-10-13,84391,0.3000
Venezuela,28435943,2020-10-14,85005,0.3000
Venezuela,28435943,2020-10-15,85469,0.3000
Venezuela,28435943,2020-10-16,85758,0.3000
Venezuela,28435943,2020-10-17,86289,0.3000
Venezuela,28435943,2020-10-18,86636,0.3000
Venezuela,28435943,2020-10-19,86636,0.3000
Seychelles,98340,2021-01-03,297,0.3000
Singapore,5850343,2020-05-02,17548,0.3000
Slovenia,2078932,2020-10-03,6330,0.3000
"South Africa",59308690,2020-07-03,177124,0.3000
Seychelles,98340,2021-01-02,285,0.2900
Singapore,5850343,2020-05-01,17101,0.2900
Slovakia,5459643,2020-10-08,15726,0.2900
Slovenia,2078932,2020-10-02,6103,0.2900
Zambia,18383956,2021-01-30,53352,0.2900
Zambia,18383956,2021-01-31,54217,0.2900
"North Macedonia",2083380,2020-06-28,6080,0.2900
Norway,5421242,2020-10-10,15466,0.2900
Norway,5421242,2020-10-11,15524,0.2900
Norway,5421242,2020-10-12,15639,0.2900
Norway,5421242,2020-10-13,15793,0.2900
Norway,5421242,2020-10-14,15953,0.2900
Pakistan,220892331,2021-03-21,630471,0.2900
Pakistan,220892331,2021-03-22,633741,0.2900
Pakistan,220892331,2021-03-23,637042,0.2900
Pakistan,220892331,2021-03-24,640988,0.2900
Pakistan,220892331,2021-03-25,645356,0.2900
Pakistan,220892331,2021-03-26,649824,0.2900
Palestine,5101416,2020-08-11,14875,0.2900
Panama,4314768,2020-05-29,12531,0.2900
Paraguay,7132530,2020-09-04,20654,0.2900
Spain,46754783,2020-04-06,136675,0.2900
"Sri Lanka",21413250,2021-01-28,61586,0.2900
"Sri Lanka",21413250,2021-01-29,62445,0.2900
Sweden,10099270,2020-05-14,29415,0.2900
Switzerland,8654618,2020-04-11,25107,0.2900
Switzerland,8654618,2020-04-12,25415,0.2900
"Trinidad and Tobago",1399491,2020-09-22,4026,0.2900
Tunisia,11818618,2020-10-14,34790,0.2900
Tunisia,11818618,2020-10-15,34790,0.2900
Tunisia,11818618,2020-10-16,34790,0.2900
Turkey,84339067,2020-08-09,240804,0.2900
Turkey,84339067,2020-08-10,241997,0.2900
Turkey,84339067,2020-08-11,243180,0.2900
Turkey,84339067,2020-08-12,244392,0.2900
Turkey,84339067,2020-08-13,245635,0.2900
Turkey,84339067,2020-08-14,246861,0.2900
Turkey,84339067,2020-08-15,248117,0.2900
Ukraine,43733759,2020-09-01,126279,0.2900
Ukraine,43733759,2020-09-02,128833,0.2900
"United Arab Emirates",9890400,2020-05-23,28704,0.2900
"United Kingdom",67886004,2020-05-05,196780,0.2900
"United States",331002647,2020-04-25,950581,0.2900
Uruguay,3473727,2020-12-14,10029,0.2900
Venezuela,28435943,2020-10-09,81696,0.2900
Venezuela,28435943,2020-10-10,82453,0.2900
Venezuela,28435943,2020-10-11,83137,0.2900
Venezuela,28435943,2020-10-12,83756,0.2900
Peru,32971846,2020-05-18,94933,0.2900
Philippines,109581085,2020-10-01,314079,0.2900
Philippines,109581085,2020-10-02,316678,0.2900
Philippines,109581085,2020-10-03,319330,0.2900
Philippines,109581085,2020-10-04,322497,0.2900
Poland,37846605,2020-10-08,111599,0.2900
Portugal,10196707,2020-05-18,29209,0.2900
Portugal,10196707,2020-05-19,29432,0.2900
Portugal,10196707,2020-05-20,29660,0.2900
Portugal,10196707,2020-05-21,29912,0.2900
Romania,19237682,2020-08-04,55241,0.2900
Romania,19237682,2020-08-05,56550,0.2900
Russia,145934460,2020-06-02,423186,0.2900
"Sao Tome and Principe",219161,2020-06-11,632,0.2900
"Sao Tome and Principe",219161,2020-06-12,639,0.2900
"Saudi Arabia",34813867,2020-06-07,101914,0.2900
Serbia,6804596,2020-07-16,19717,0.2900
Belize,397621,2020-09-04,1152,0.2900
Bolivia,11673029,2020-07-01,34227,0.2900
"Bosnia and Herzegovina",3280815,2020-07-23,9462,0.2900
Brazil,212559409,2020-06-04,614941,0.2900
Bulgaria,6948445,2020-09-25,19828,0.2900
Bulgaria,6948445,2020-09-26,19997,0.2900
Bulgaria,6948445,2020-09-27,20055,0.2900
Bulgaria,6948445,2020-09-28,20271,0.2900
Colombia,50882884,2020-07-11,145632,0.2900
Comoros,869595,2021-01-27,2492,0.2900
"Costa Rica",5094114,2020-07-25,14600,0.2900
Croatia,4105268,2020-09-05,11739,0.2900
Croatia,4105268,2020-09-06,11964,0.2900
Croatia,4105268,2020-09-07,12081,0.2900
Cuba,11326616,2021-02-07,32831,0.2900
Cyprus,875899,2020-10-17,2581,0.2900
Czechia,10708982,2020-09-09,31036,0.2900
Denmark,5792203,2020-08-21,16525,0.2900
Denmark,5792203,2020-08-22,16637,0.2900
Denmark,5792203,2020-08-23,16715,0.2900
Denmark,5792203,2020-08-24,16821,0.2900
Denmark,5792203,2020-08-25,16905,0.2900
Denmark,5792203,2020-08-26,16962,0.2900
Denmark,5792203,2020-08-27,17052,0.2900
Djibouti,988002,2020-05-28,2914,0.2900
Djibouti,988002,2020-05-29,2914,0.2900
"Dominican Republic",10847904,2020-06-28,31373,0.2900
"Dominican Republic",10847904,2020-06-29,31816,0.2900
Ecuador,17643060,2020-06-21,50640,0.2900
Ecuador,17643060,2020-06-22,50640,0.2900
Ecuador,17643060,2020-06-23,51643,0.2900
Ecuador,17643060,2020-06-24,51643,0.2900
Austria,9006400,2020-08-25,25706,0.2900
Austria,9006400,2020-08-26,26033,0.2900
Austria,9006400,2020-08-27,26361,0.2900
Azerbaijan,10139175,2020-07-23,28980,0.2900
Azerbaijan,10139175,2020-07-24,29312,0.2900
Azerbaijan,10139175,2020-07-25,29633,0.2900
Bahrain,1701583,2020-05-10,4941,0.2900
Bangladesh,164689383,2020-12-02,469423,0.2900
Bangladesh,164689383,2020-12-03,471739,0.2900
Bangladesh,164689383,2020-12-04,473991,0.2900
Bangladesh,164689383,2020-12-05,475789,0.2900
Bangladesh,164689383,2020-12-06,477545,0.2900
Bangladesh,164689383,2020-12-07,479743,0.2900
Bangladesh,164689383,2020-12-08,481945,0.2900
Bangladesh,164689383,2020-12-09,484104,0.2900
Belarus,9449321,2020-05-15,27730,0.2900
Belgium,11589616,2020-04-15,33573,0.2900
"El Salvador",6486201,2020-08-05,18701,0.2900
"El Salvador",6486201,2020-08-06,19126,0.2900
Estonia,1326539,2020-10-09,3809,0.2900
Estonia,1326539,2020-10-10,3846,0.2900
Estonia,1326539,2020-10-11,3865,0.2900
Estonia,1326539,2020-10-12,3883,0.2900
Estonia,1326539,2020-10-13,3908,0.2900
Eswatini,1160164,2020-08-10,3309,0.2900
Eswatini,1160164,2020-08-11,3410,0.2900
Finland,5540718,2020-10-30,15910,0.2900
Finland,5540718,2020-10-31,16113,0.2900
Finland,5540718,2020-11-01,16291,0.2900
France,68147687,2020-06-10,194815,0.2900
France,68147687,2020-06-11,195179,0.2900
France,68147687,2020-06-12,195981,0.2900
France,68147687,2020-06-13,196478,0.2900
France,68147687,2020-06-14,196868,0.2900
France,68147687,2020-06-15,197004,0.2900
France,68147687,2020-06-16,197667,0.2900
France,68147687,2020-06-17,198155,0.2900
France,68147687,2020-06-18,198741,0.2900
France,68147687,2020-06-19,199528,0.2900
France,68147687,2020-06-20,200147,0.2900
France,68147687,2020-06-21,200490,0.2900
France,68147687,2020-06-22,200632,0.2900
Albania,2877800,2020-08-22,8275,0.2900
Albania,2877800,2020-08-23,8427,0.2900
Andorra,77265,2020-03-26,224,0.2900
"Antigua and Barbuda",97928,2021-02-06,288,0.2900
Argentina,45195777,2020-07-20,130774,0.2900
Armenia,2963234,2020-05-29,8676,0.2900
Canada,37742157,2020-07-06,107815,0.2900
Canada,37742157,2020-07-07,108023,0.2900
Canada,37742157,2020-07-08,108334,0.2900
Canada,37742157,2020-07-09,108656,0.2900
Canada,37742157,2020-07-10,108984,0.2900
Canada,37742157,2020-07-11,109150,0.2900
Canada,37742157,2020-07-12,109348,0.2900
Canada,37742157,2020-07-13,109984,0.2900
Canada,37742157,2020-07-14,110350,0.2900
Canada,37742157,2020-07-15,110693,0.2900
Canada,37742157,2020-07-16,111144,0.2900
"Cape Verde",555988,2020-07-10,1591,0.2900
"Cape Verde",555988,2020-07-11,1623,0.2900
"Cape Verde",555988,2020-07-12,1623,0.2900
Chile,19116209,2020-05-18,54647,0.2900
Liechtenstein,38137,2020-09-10,109,0.2900
Liechtenstein,38137,2020-09-11,109,0.2900
Liechtenstein,38137,2020-09-12,111,0.2900
Liechtenstein,38137,2020-09-13,111,0.2900
Liechtenstein,38137,2020-09-14,111,0.2900
Liechtenstein,38137,2020-09-15,111,0.2900
Liechtenstein,38137,2020-09-16,111,0.2900
Liechtenstein,38137,2020-09-17,112,0.2900
Liechtenstein,38137,2020-09-18,112,0.2900
Lithuania,2722291,2020-10-20,7921,0.2900
Luxembourg,625976,2020-03-28,1831,0.2900
Malaysia,32365998,2020-12-20,93309,0.2900
Malaysia,32365998,2020-12-21,95327,0.2900
Maldives,540542,2020-05-29,1591,0.2900
Malta,441539,2020-08-14,1276,0.2900
Kenya,53771300,2021-04-21,153488,0.2900
Kenya,53771300,2021-04-22,154392,0.2900
Kenya,53771300,2021-04-23,155165,0.2900
Kenya,53771300,2021-04-24,156318,0.2900
Kenya,53771300,2021-04-25,156787,0.2900
Kenya,53771300,2021-04-26,156981,0.2900
Kenya,53771300,2021-04-27,157492,0.2900
Kenya,53771300,2021-04-28,158326,0.2900
Kosovo,1932774,2020-07-18,5617,0.2900
Latvia,1886202,2020-10-29,5395,0.2900
Lebanon,6825442,2020-09-04,19490,0.2900
Lebanon,6825442,2020-09-05,20011,0.2900
Lesotho,2142252,2021-01-13,6241,0.2900
Namibia,2540916,2020-08-30,7365,0.2900
Nepal,29136808,2020-10-03,84570,0.2900
Netherlands,17134873,2020-06-13,48847,0.2900
Netherlands,17134873,2020-06-14,48990,0.2900
Netherlands,17134873,2020-06-15,49155,0.2900
Netherlands,17134873,2020-06-16,49295,0.2900
Netherlands,17134873,2020-06-17,49412,0.2900
Netherlands,17134873,2020-06-18,49527,0.2900
Netherlands,17134873,2020-06-19,49634,0.2900
Netherlands,17134873,2020-06-20,49710,0.2900
Netherlands,17134873,2020-06-21,49801,0.2900
Netherlands,17134873,2020-06-22,49866,0.2900
Netherlands,17134873,2020-06-23,49930,0.2900
Netherlands,17134873,2020-06-24,50012,0.2900
Netherlands,17134873,2020-06-25,50122,0.2900
Netherlands,17134873,2020-06-26,50213,0.2900
Netherlands,17134873,2020-06-27,50282,0.2900
Netherlands,17134873,2020-06-28,50355,0.2900
Netherlands,17134873,2020-06-29,50433,0.2900
Netherlands,17134873,2020-06-30,50483,0.2900
Netherlands,17134873,2020-07-01,50545,0.2900
Iraq,40222503,2020-07-28,115332,0.2900
Iraq,40222503,2020-07-29,118300,0.2900
Israel,8655541,2020-06-30,25438,0.2900
Italy,60461828,2020-04-17,172434,0.2900
Italy,60461828,2020-04-18,175925,0.2900
Jamaica,2961161,2020-10-21,8445,0.2900
Jamaica,2961161,2020-10-22,8600,0.2900
Jamaica,2961161,2020-10-23,8638,0.2900
Jamaica,2961161,2020-10-24,8670,0.2900
Jamaica,2961161,2020-10-25,8714,0.2900
Japan,126476458,2021-01-23,361928,0.2900
Japan,126476458,2021-01-24,365899,0.2900
Japan,126476458,2021-01-25,368684,0.2900
Japan,126476458,2021-01-26,372545,0.2900
Kazakhstan,18776707,2020-07-09,54747,0.2900
Mauritania,4649660,2020-12-25,13264,0.2900
Mauritania,4649660,2020-12-26,13516,0.2900
Mauritania,4649660,2020-12-27,13642,0.2900
Mexico,128932753,2020-07-23,370712,0.2900
Mexico,128932753,2020-07-24,378285,0.2900
Moldova,4033963,2020-06-14,11740,0.2900
Moldova,4033963,2020-06-15,11879,0.2900
Monaco,39244,2020-07-22,112,0.2900
Monaco,39244,2020-07-23,114,0.2900
Mongolia,3278292,2021-04-02,9598,0.2900
Mongolia,3278292,2021-04-03,9598,0.2900
Morocco,36910558,2020-09-22,105346,0.2900
Morocco,36910558,2020-09-23,107743,0.2900
Gabon,2225728,2020-07-20,6433,0.2900
Gabon,2225728,2020-07-21,6433,0.2900
Germany,83783945,2020-08-26,239010,0.2900
Germany,83783945,2020-08-27,240571,0.2900
Germany,83783945,2020-08-28,242126,0.2900
Germany,83783945,2020-08-29,242835,0.2900
Germany,83783945,2020-08-30,243305,0.2900
Germany,83783945,2020-08-31,244802,0.2900
Germany,83783945,2020-09-01,246015,0.2900
Ghana,31072945,2021-03-19,89008,0.2900
Ghana,31072945,2021-03-20,89276,0.2900
Ghana,31072945,2021-03-21,89682,0.2900
Ghana,31072945,2021-03-22,89682,0.2900
Ghana,31072945,2021-03-23,89893,0.2900
Ghana,31072945,2021-03-24,89893,0.2900
Ghana,31072945,2021-03-25,89999,0.2900
Ghana,31072945,2021-03-26,90287,0.2900
Ghana,31072945,2021-03-27,90287,0.2900
Ghana,31072945,2021-03-28,90287,0.2900
Ghana,31072945,2021-03-29,90287,0.2900
Ghana,31072945,2021-03-30,90287,0.2900
Ghana,31072945,2021-03-31,90583,0.2900
Ghana,31072945,2021-04-01,90583,0.2900
Ghana,31072945,2021-04-02,90674,0.2900
Ghana,31072945,2021-04-03,90674,0.2900
Ghana,31072945,2021-04-04,90782,0.2900
Ghana,31072945,2021-04-05,90900,0.2900
Ghana,31072945,2021-04-06,90946,0.2900
Ghana,31072945,2021-04-07,91009,0.2900
Ghana,31072945,2021-04-08,91109,0.2900
Ghana,31072945,2021-04-09,91109,0.2900
Ghana,31072945,2021-04-10,91260,0.2900
Ghana,31072945,2021-04-11,91260,0.2900
Ghana,31072945,2021-04-12,91260,0.2900
Ghana,31072945,2021-04-13,91410,0.2900
Ghana,31072945,2021-04-14,91477,0.2900
Ghana,31072945,2021-04-15,91545,0.2900
Ghana,31072945,2021-04-16,91545,0.2900
Ghana,31072945,2021-04-17,91663,0.2900
Greece,10423056,2020-10-24,29992,0.2900
Guatemala,17915567,2020-08-02,51306,0.2900
Guatemala,17915567,2020-08-03,51542,0.2900
Guatemala,17915567,2020-08-04,52365,0.2900
Guyana,786559,2020-09-20,2269,0.2900
Honduras,9904608,2020-07-13,28579,0.2900
Honduras,9904608,2020-07-14,29106,0.2900
India,1380004385,2020-09-03,3936747,0.2900
India,1380004385,2020-09-04,4023179,0.2900
Indonesia,273523621,2021-01-05,779548,0.2900
Indonesia,273523621,2021-01-06,788402,0.2900
Indonesia,273523621,2021-01-07,797723,0.2900
Iran,83992953,2020-07-05,240438,0.2900
Iran,83992953,2020-07-06,243051,0.2900
Iran,83992953,2020-07-07,245688,0.2900
Guyana,786559,2020-09-19,2168,0.2800
Honduras,9904608,2020-07-11,27583,0.2800
Honduras,9904608,2020-07-12,28090,0.2800
Hungary,9660350,2020-10-01,27309,0.2800
Iceland,341250,2020-03-28,963,0.2800
India,1380004385,2020-09-02,3853406,0.2800
Indonesia,273523621,2021-01-02,758473,0.2800
Indonesia,273523621,2021-01-03,765350,0.2800
Indonesia,273523621,2021-01-04,772103,0.2800
Iran,83992953,2020-07-02,232863,0.2800
Iran,83992953,2020-07-03,235429,0.2800
Iran,83992953,2020-07-04,237878,0.2800
Namibia,2540916,2020-08-29,7116,0.2800
Nepal,29136808,2020-10-02,82450,0.2800
Netherlands,17134873,2020-06-04,47148,0.2800
Netherlands,17134873,2020-06-05,47358,0.2800
Netherlands,17134873,2020-06-06,47541,0.2800
Netherlands,17134873,2020-06-07,47780,0.2800
